,budget,genres,original_language,popularity,production_companies,release_date,revenue,status,title,vote_average,vote_count,release_year,net_loss_profit,Primary Genre
12960,80000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",en,14.324875,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'KMP Film Invest', 'id': 20157}]",9/25/2008,178066569.0,Released,Eagle Eye,6.3,1038.0,2008,98066569.0,Mystery
3135,45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,11.075674000000001,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}]",6/4/1992,178051587.0,Released,Patriot Games,6.4,440.0,1992,133051587.0,Drama
10439,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.787044,"[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Good Machine', 'id': 10565}]",9/2/2005,178043761.0,Released,Brokeback Mountain,7.5,1531.0,2005,164043761.0,Drama
1620,80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",en,7.016942,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Great Oaks Entertainment', 'id': 2173}]",11/26/1997,177977226.0,Released,Flubber,5.3,707.0,1997,97977226.0,Comedy
43076,69000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,35.637691,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'Flynn Picture Company', 'id': 34081}, {'name': 'Fremantle Productions', 'id': 62029}, {'name': 'Seven Bucks Productions', 'id': 73669}, {'name': 'Skydance Media', 'id': 82819}, {'name': 'Uncharted', 'id': 90835}]",5/12/2017,177856751.0,Released,Baywatch,6.1,1829.0,2017,108856751.0,Action
2763,70000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,10.876463000000001,"[{'name': 'Paramount Pictures', 'id': 4}]",9/24/1999,177841558.0,Released,Double Jeopardy,6.2,282.0,1999,107841558.0,Crime
18116,66000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,8.166363,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Touchstone Pictures', 'id': 9195}]",12/25/2011,177584879.0,Released,War Horse,7.0,1016.0,2011,111584879.0,Drama
16003,3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,7.388933,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Solana Films', 'id': 21223}]",10/20/2010,177512032.0,Released,Paranormal Activity 2,5.7,734.0,2010,174512032.0,Horror
6932,31000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",zh,9.861765,"[{'name': 'Beijing New Picture Film Co. Ltd.', 'id': 724}, {'name': 'China Film Co-Production Corporation', 'id': 2269}]",12/19/2002,177394432.0,Released,Hero,7.3,647.0,2002,146394432.0,Drama
6011,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,5.188107,"[{'name': 'Paramount Pictures', 'id': 4}]",2/7/2003,177371441.0,Released,How to Lose a Guy in 10 Days,6.3,873.0,2003,127371441.0,Comedy
13364,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,8.376094,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Flower Films (II)', 'id': 19813}, {'name': 'Internationale Filmproduktion Blackswan', 'id': 51190}]",2/6/2009,177259441.0,Released,He's Just Not That Into You,6.2,988.0,2009,137259441.0,Comedy
18107,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,11.794753,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Ad Hominem Enterprises', 'id': 2361}]",9/9/2011,177243185.0,Released,The Descendants,6.7,956.0,2011,157243185.0,Comedy
15318,110000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,16.747792999999998,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Top Cow Productions', 'id': 2528}, {'name': 'Stephen J. Cannell Productions', 'id': 5585}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Phoenix Film Partners', 'id': 10908}]",6/10/2010,177238796.0,Released,The A-Team,6.2,1737.0,2010,67238796.0,Thriller
4228,21000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,8.451188,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Punch Productions', 'id': 2154}, {'name': 'Delphi Films', 'id': 4267}, {'name': 'The Criterion Collection', 'id': 10932}]",12/16/1982,177200000.0,Released,Tootsie,6.9,429.0,1982,156200000.0,Comedy
469,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,12.637158,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}]",7/8/1993,176997168.0,Released,In the Line of Fire,6.8,392.0,1993,136997168.0,Action
2424,80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,7.634017,"[{'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Baltimore Pictures', 'id': 11407}]",3/5/1999,176885658.0,Released,Analyze This,6.4,512.0,1999,96885658.0,Comedy
4235,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",en,7.906683,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Joseph M. Singer Entertainment', 'id': 1301}, {'name': 'Davis Entertainment', 'id': 1302}]",6/22/2001,176104344.0,Released,Dr. Dolittle 2,4.9,422.0,2001,106104344.0,Comedy
6227,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,13.995044,"[{'name': 'De Line Pictures', 'id': 2609}, {'name': 'Working Title Films', 'id': 10163}]",5/30/2003,176070171.0,Released,The Italian Job,6.6,1949.0,2003,116070171.0,Action
12239,45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,9.070642999999999,"[{'name': 'Two Ton Films', 'id': 17049}, {'name': 'Zadan / Meron Productions', 'id': 70994}, {'name': 'Reiner / Greisman Productions', 'id': 86256}]",12/25/2007,175372502.0,Released,The Bucket List,7.0,1138.0,2007,130372502.0,Drama
40283,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,21.037699,"[{'name': 'Icon Productions', 'id': 152}, {'name': 'Permut Presentations', 'id': 455}, {'name': 'Pandemonium', 'id': 8915}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Vendian Entertainment', 'id': 50481}, {'name': 'Demarest Media', 'id': 79916}]",10/7/2016,175302354.0,Released,Hacksaw Ridge,7.8,3294.0,2016,135302354.0,Drama
6655,19000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,8.560694,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",2/8/1991,174999005.0,Released,Sleeping with the Enemy,6.1,228.0,1991,155999005.0,Drama
16461,163000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",en,10.958669,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'platinum studios', 'id': 7218}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Fairview Entertainment', 'id': 7297}, {'name': 'K/O Camera Toys', 'id': 23300}]",7/29/2011,174822325.0,Released,Cowboys & Aliens,5.4,2054.0,2011,11822325.0,Action
22782,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,14.442048000000002,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'American Empirical Pictures', 'id': 23449}]",2/26/2014,174600318.0,Released,The Grand Budapest Hotel,8.0,4644.0,2014,144600318.0,Comedy
21328,90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,10.338222,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'TSG Entertainment', 'id': 22213}]",8/7/2013,174578751.0,Released,Percy Jackson: Sea of Monsters,5.9,1685.0,2013,84578751.0,Adventure
20363,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,7.321172,"[{'name': 'Stuber Productions', 'id': 4403}, {'name': 'Aggregate Films', 'id': 37361}, {'name': 'DumbDumb', 'id': 37362}]",2/7/2013,173965010.0,Released,Identity Thief,5.6,1667.0,2013,138965010.0,Comedy
3520,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",en,7.978985000000001,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}]",5/31/2000,173959438.0,Released,Big Momma's House,5.6,514.0,2000,143959438.0,Crime
17942,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,10.324613000000001,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'New Regency Pictures', 'id': 10104}]",10/27/2011,173930596.0,Released,In Time,6.7,3512.0,2011,133930596.0,Action
4838,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",fr,12.879381,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Claudie Ossard Productions', 'id': 592}, {'name': 'MMC Independent', 'id': 4411}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tapioca Films', 'id': 12000}, {'name': 'Sofica Sofinergie 5', 'id': 23446}, {'name': 'Victoires Productions', 'id': 25020}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 27897}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 30994}]",4/25/2001,173921954.0,Released,Amélie,7.8,3403.0,2001,163921954.0,Comedy
22229,50000000,"[{'id': 35, 'name': 'Comedy'}]",en,7.600751,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Apatow Productions', 'id': 10105}]",12/18/2013,173649015.0,Released,Anchorman 2: The Legend Continues,6.0,940.0,2013,123649015.0,Comedy
34402,37000000,"[{'id': 18, 'name': 'Drama'}]",en,33.449723,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Chartoff Winkler Productions', 'id': 88686}]",11/25/2015,173567581.0,Released,Creed,7.3,1963.0,2015,136567581.0,Drama
6779,32000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,8.754132,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Gold/Miller Productions', 'id': 1607}, {'name': 'Guy Walks into a Bar Productions', 'id': 2645}]",10/9/2003,173398518.0,Released,Elf,6.4,1007.0,2003,141398518.0,Comedy
39899,45000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,10.217291000000001,"[{'name': 'DreamWorks', 'id': 7}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Amblin Partners', 'id': 92138}]",10/5/2016,173185859.0,Released,The Girl on the Train,6.2,1837.0,2016,128185859.0,Crime
1354,14000000,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,13.326443,"[{'name': 'Woods Entertainment', 'id': 979}, {'name': 'Dimension Films', 'id': 7405}]",12/20/1996,173046663.0,Released,Scream,7.0,1520.0,1996,159046663.0,Crime
7003,79000000,"[{'id': 18, 'name': 'Drama'}]",en,9.645543,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Castel Film Romania', 'id': 1370}, {'name': 'Bona Fide Productions', 'id': 2570}, {'name': 'Cattleya', 'id': 10102}]",12/24/2003,173013509.0,Released,Cold Mountain,6.7,545.0,2003,94013509.0,Drama
11909,175000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,9.156877,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Shady Acres Entertainment', 'id': 159}, {'name': 'Original Film', 'id': 333}, {'name': 'Playtone', 'id': 4171}, {'name': 'Relativity Media', 'id': 7295}]",6/9/2007,173000000.0,Released,Evan Almighty,5.3,1194.0,2007,-2000000.0,Fantasy
4875,92000000,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,10.064446,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Scott Free Productions', 'id': 1645}]",12/28/2001,172989651.0,Released,Black Hawk Down,7.2,1832.0,2001,80989651.0,Action
5661,65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,5.205729,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Outlaw Productions', 'id': 889}, {'name': 'Boxing Cat Films', 'id': 12626}]",10/31/2002,172855065.0,Released,The Santa Clause 2,5.5,303.0,2002,107855065.0,Fantasy
1633,24000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,11.264845,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Konrad Pictures', 'id': 85}, {'name': 'Maven Entertainment', 'id': 1601}, {'name': 'Dimension Films', 'id': 7405}]",12/9/1997,172363301.0,Released,Scream 2,6.1,856.0,1997,148363301.0,Horror
7014,42000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,15.725542,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'Loofah Productions', 'id': 53626}]",1/16/2004,171963386.0,Released,Along Came Polly,5.8,795.0,2004,129963386.0,Comedy
14238,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,15.152576999999999,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Wild West Picture Show Productions', 'id': 2796}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'Relativity Media', 'id': 7295}]",9/19/2009,171844840.0,Released,Couples Retreat,5.3,601.0,2009,101844840.0,Comedy
2179,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,16.025625,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]",10/2/1998,171757863.0,Released,Antz,6.0,1320.0,1998,111757863.0,Adventure
12155,25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,15.565484,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Paramount Vantage', 'id': 838}, {'name': 'Mike Zoss Productions', 'id': 2092}]",11/8/2007,171600000.0,Released,No Country for Old Men,7.7,3083.0,2007,146600000.0,Crime
42017,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,49.247505,"[{'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'LionsGate', 'id': 7571}, {'name': '87Eleven', 'id': 23008}]",2/8/2017,171539887.0,Released,John Wick: Chapter 2,6.7,2924.0,2017,131539887.0,Thriller
4354,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,9.270831,"[{'name': 'Touchstone Pictures', 'id': 9195}]",7/29/1988,171504781.0,Released,Cocktail,5.7,330.0,1988,151504781.0,Drama
5310,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,6.6743559999999995,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Out of the Blue... Entertainment', 'id': 879}, {'name': 'Happy Madison Productions', 'id': 2608}]",6/28/2002,171269535.0,Released,Mr. Deeds,5.6,660.0,2002,121269535.0,Comedy
8074,70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",en,12.636205,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'Brandywine Productions', 'id': 19747}, {'name': 'Lonlink Productions', 'id': 19828}, {'name': 'Kut Productions', 'id': 19829}, {'name': 'Inside Track Films', 'id': 19834}, {'name': 'Charenton Productions Limited', 'id': 19835}, {'name': 'Revolution Sun Studios', 'id': 76043}]",8/12/2004,171183863.0,Released,AVP: Alien vs. Predator,5.6,1241.0,2004,101183863.0,Adventure
1510,90000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",en,14.374866,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'South Side Amusement Company', 'id': 43910}]",7/11/1997,171120329.0,Released,Contact,7.2,1338.0,1997,81120329.0,Drama
11422,100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",en,12.477872,"[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'Lonely Film Productions GmbH & Co. KG.', 'id': 430}, {'name': 'Virtual Studios', 'id': 449}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'Liberty Pictures', 'id': 20938}]",12/7/2006,170877916.0,Released,Blood Diamond,7.4,2344.0,2006,70877916.0,Drama
12313,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.868098,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Bad Robot', 'id': 11461}]",1/15/2008,170764026.0,Released,Cloverfield,6.4,2297.0,2008,145764026.0,Action
15554,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,12.536621,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Gary Sanchez Productions', 'id': 4740}]",8/6/2010,170432927.0,Released,The Other Guys,6.1,1406.0,2010,70432927.0,Action
311,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,10.388183,"[{'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Iguana Producciones', 'id': 11134}]",10/7/1994,170362582.0,Released,The Specialist,5.5,317.0,1994,125362582.0,Action
7166,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,10.776138000000001,"[{'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Red Hour Films', 'id': 12178}, {'name': 'AR-TL', 'id': 53610}]",3/5/2004,170268750.0,Released,Starsky & Hutch,5.6,661.0,2004,110268750.0,Comedy
8180,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,9.082538000000001,"[{'name': 'Miramax Films', 'id': 14}]",10/15/2004,170128460.0,Released,Shall We Dance?,5.9,308.0,2004,120128460.0,Drama
12589,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",da,10.054226,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Penn Station Entertainment', 'id': 4916}, {'name': 'Dune Entertainment III', 'id': 6332}]",5/7/2008,170000000.0,Released,What Happens in Vegas,5.8,949.0,2008,135000000.0,Comedy
5341,120000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",en,9.274909,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Entertainment', 'id': 5752}]",7/19/2002,169956806.0,Released,Stuart Little 2,5.4,632.0,2002,49956806.0,Family
17322,80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",en,11.341084,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Sony Pictures Releasing', 'id': 3045}, {'name': 'Broken Road Productions', 'id': 8000}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Zookeeper Productions', 'id': 46221}, {'name': 'Hey Eddie', 'id': 46222}]",7/6/2011,169852759.0,Released,Zookeeper,5.3,509.0,2011,89852759.0,Comedy
24872,40000000,"[{'id': 35, 'name': 'Comedy'}]",en,15.402597,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Conundrum Entertainment', 'id': 1156}, {'name': 'Red Granite Pictures', 'id': 19177}]",11/12/2014,169837010.0,Released,Dumb and Dumber To,5.4,1140.0,2014,129837010.0,Comedy
42157,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,68.726676,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Shanghai Film Group', 'id': 3407}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Arad Productions', 'id': 14439}, {'name': 'Grosvenor Park Productions', 'id': 17449}, {'name': 'Steven Paul Production', 'id': 44311}, {'name': 'Huahua Media', 'id': 83645}, {'name': 'Seaside Entertainment', 'id': 88981}, {'name': 'Amblin Partners', 'id': 92138}, {'name': 'Weying Galaxy Entertainment', 'id': 93466}]",3/29/2017,169801921.0,Released,Ghost in the Shell,5.9,2547.0,2017,59801921.0,Action
11712,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,10.529575999999999,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",3/23/2007,169332978.0,Released,Meet the Robinsons,6.7,787.0,2007,19332978.0,Animation
3886,100000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,12.297375,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]",12/9/2000,169327687.0,Released,The Emperor's New Groove,7.2,1544.0,2000,69327687.0,Adventure
31,29500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,12.297305,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Classico', 'id': 17031}]",12/29/1995,168840000.0,Released,Twelve Monkeys,7.4,2470.0,1995,139340000.0,Science Fiction
13182,55000000,"[{'id': 18, 'name': 'Drama'}]",en,21.708267000000003,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Escape Artists', 'id': 1423}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Overbrook Entertainment', 'id': 12485}]",12/18/2008,168167691.0,Released,Seven Pounds,7.5,2092.0,2008,113167691.0,Drama
26492,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,17.246484,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marv Films', 'id': 5374}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'Constantin Film.', 'id': 9078}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Genre Films', 'id': 28788}]",8/5/2015,167977596.0,Released,Fantastic Four,4.4,2322.0,2015,47977596.0,Action
16085,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,12.697059,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Prospect Park', 'id': 19776}, {'name': 'Millbrook Farm Productions', 'id': 19777}]",11/4/2010,167805466.0,Released,Unstoppable,6.3,1193.0,2010,67805466.0,Action
