,budget,genres,original_language,popularity,production_companies,release_date,revenue,status,title,vote_average,vote_count,release_year,net_loss_profit,Primary Genre
1840,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",en,8.630078,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Warwick Film Productions', 'id': 1807}, {'name': 'Romulus Films', 'id': 3632}]",9/26/1968,37402877.0,Released,Oliver!,7.0,106.0,1968,27402877.0,Drama
10929,80000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",en,7.904333,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Contrafilm', 'id': 1836}, {'name': 'C.O.R.E. Feature Animation', 'id': 58323}, {'name': 'Hoytyboy Pictures', 'id': 58324}, {'name': 'Nigel Productions', 'id': 58325}]",3/6/2006,37384046.0,Released,The Wild,5.1,246.0,2006,-42615954.0,Family
4859,72000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.063684,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Darkwoods Productions', 'id': 3982}]",12/21/2001,37317558.0,Released,The Majestic,6.6,193.0,2001,-34682442.0,Drama
11661,16500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,7.829737,"[{'name': 'Ecosse Films', 'id': 1267}, {'name': '2 Entertain', 'id': 2689}, {'name': 'Bueprint Pictures', 'id': 6342}]",3/2/2007,37311672.0,Released,Becoming Jane,6.9,325.0,2007,20811672.0,Drama
3301,6500000,"[{'id': 18, 'name': 'Drama'}]",en,10.465403,"[{'name': 'Universal Pictures', 'id': 33}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}]",6/30/1989,37295445.0,Released,Do the Right Thing,7.6,301.0,1989,30795445.0,Drama
38185,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,14.384554000000001,"[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Onda Entertainment', 'id': 11802}, {'name': 'KrautPack Entertainment', 'id': 51570}]",9/15/2016,37279439.0,Released,Snowden,7.0,1285.0,2016,-2720561.0,Drama
7355,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,8.816951,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Pacific Western', 'id': 1280}]",8/7/1992,37170057.0,Released,Raising Cain,5.9,66.0,1992,25170057.0,Drama
2274,60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,6.715897999999999,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",12/4/1998,37141130.0,Released,Psycho,4.8,233.0,1998,-22858870.0,Horror
6464,20000000,"[{'id': 35, 'name': 'Comedy'}]",en,5.555088,"[{'name': 'GreeneStreet Films', 'id': 2152}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",8/15/2003,37095657.0,Released,Uptown Girls,6.1,193.0,2003,17095657.0,Comedy
3411,30000000,"[{'id': 35, 'name': 'Comedy'}]",en,6.045585,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Triple Threat Talent', 'id': 53666}]",4/14/2000,37036004.0,Released,Keeping the Faith,5.9,161.0,2000,7036004.0,Comedy
252,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",en,6.710215,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Northern Lights Entertainment', 'id': 8816}]",11/22/1994,37000000.0,Released,Junior,4.7,381.0,1994,-23000000.0,Comedy
17615,25000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.67817,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Gran Via Productions', 'id': 2605}, {'name': 'FilmDistrict', 'id': 7263}, {'name': 'Necropia', 'id': 11627}, {'name': 'Tequila Gang', 'id': 11628}]",11/6/2010,36993168.0,Released,Don't Be Afraid of the Dark,5.4,347.0,2010,11993168.0,Fantasy
2886,51000000,"[{'id': 35, 'name': 'Comedy'}]",en,5.061725,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'George Street Pictures', 'id': 872}, {'name': 'The Lloyd Segan Company', 'id': 873}]",11/5/1999,36911617.0,Released,The Bachelor,4.5,84.0,1999,-14088383.0,Comedy
21562,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",en,8.047735000000001,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'TF1', 'id': 22123}, {'name': 'Malavita', 'id': 31824}]",9/13/2013,36894225.0,Released,The Family,6.1,1052.0,2013,6894225.0,Crime
18427,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,6.322435,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}]",1/26/2012,36893721.0,Released,One for the Money,5.3,392.0,2012,-3106279.0,Action
24418,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",en,14.14078,"[{'name': 'DNA Films', 'id': 284}, {'name': 'Universal Pictures International (UPI)', 'id': 5726}, {'name': 'Film4', 'id': 9349}, {'name': 'A24', 'id': 41077}]",1/21/2015,36869414.0,Released,Ex Machina,7.6,4862.0,2015,21869414.0,Drama
2383,65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.651019999999999,"[{'name': 'Walt Disney Pictures', 'id': 2}]",2/11/1999,36850101.0,Released,My Favorite Martian,5.1,81.0,1999,-28149899.0,Comedy
2823,6000000,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,2.747118,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Magna Theatre Corporation', 'id': 89188}, {'name': 'South Pacific Enterprises', 'id': 89189}, {'name': 'Rodgers & Hammerstein Productions', 'id': 89190}]",3/18/1958,36800000.0,Released,South Pacific,6.3,29.0,1958,30800000.0,Music
400,26000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,6.8666339999999995,"[{'name': 'Trans-Film', 'id': 2662}, {'name': 'Initial Groupe', 'id': 22240}, {'name': 'Lumière Pictures', 'id': 25129}, {'name': 'Fallingcloud', 'id': 30655}]",11/29/1994,36800000.0,Released,Highlander: The Final Dimension,4.5,110.0,1994,10800000.0,Action
3857,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,13.349518,"[{'name': 'Miramax Films', 'id': 14}]",11/15/2000,36779296.0,Released,Bounce,5.5,120.0,2000,1779296.0,Drama
875,1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,17.911314,"[{'name': 'Paramount Pictures', 'id': 4}]",8/1/1954,36764313.0,Released,Rear Window,8.2,1531.0,1954,35764313.0,Drama
3619,75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",en,7.515631,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'David Kirschner Productions', 'id': 11050}, {'name': 'Fox Animation Studios', 'id': 11231}]",6/16/2000,36754634.0,Released,Titan A.E.,6.3,320.0,2000,-38245366.0,Animation
3129,32000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,8.662287,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Touchstone Pictures', 'id': 9195}]",1/15/1993,36733909.0,Released,Alive,6.7,383.0,1993,4733909.0,Action
1865,4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,7.99229,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jason Productions', 'id': 7513}]",8/13/1982,36690067.0,Released,Friday the 13th Part III,5.7,257.0,1982,32690067.0,Horror
4686,23000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,10.337689,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Bad Robot', 'id': 11461}]",10/5/2001,36642838.0,Released,Joy Ride,6.3,328.0,2001,13642838.0,Mystery
12995,20000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,14.114135999999998,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'New Wave Entertainment', 'id': 2953}, {'name': 'Management 360', 'id': 4220}, {'name': 'Terra Firma Films', 'id': 7948}, {'name': 'Superfinger Entertainment', 'id': 12020}]",9/19/2008,36620508.0,Released,My Best Friend's Girl,5.4,223.0,2008,16620508.0,Romance
3388,24000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,5.2697330000000004,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'JLT Productions', 'id': 65402}]",4/7/2000,36609995.0,Released,Return to Me,6.1,68.0,2000,12609995.0,Romance
8176,25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,7.745017,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'EuropaCorp', 'id': 6896}]",10/6/2004,36609966.0,Released,Taxi,4.8,245.0,2004,11609966.0,Thriller
32973,20000000,"[{'id': 18, 'name': 'Drama'}]",en,8.066726,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'PeaPie Films', 'id': 32243}, {'name': '3 Arts Entertainment', 'id': 36390}]",10/2/2015,36606743.0,Released,Burnt,6.3,974.0,2015,16606743.0,Drama
1961,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,7.889227,"[{'name': 'Imagine Entertainment', 'id': 23}]",2/17/1989,36602000.0,Released,The 'Burbs,6.6,312.0,1989,18602000.0,Comedy
426,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,8.698509,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Epic Productions', 'id': 1988}, {'name': 'Bregman/Baer Productions', 'id': 11393}]",11/10/1993,36516012.0,Released,Carlito's Way,7.7,805.0,1993,6516012.0,Action
2440,12000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,7.707344,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Crystal Sky Worldwide', 'id': 4077}, {'name': 'Triumph', 'id': 4078}]",3/12/1999,36450736.0,Released,Baby Geniuses,3.3,75.0,1999,24450736.0,Science Fiction
22484,7000000,"[{'id': 27, 'name': 'Horror'}]",en,10.591125,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'TSG Entertainment', 'id': 22213}]",1/8/2014,36433975.0,Released,Devil's Due,4.4,218.0,2014,29433975.0,Horror
1402,25000000,"[{'id': 35, 'name': 'Comedy'}]",en,9.304901,"[{'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}]",2/13/1997,36400360.0,Released,Vegas Vacation,6.0,175.0,1997,11400360.0,Comedy
9878,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,6.795949,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",6/2/2005,36351350.0,Released,Beauty Shop,5.4,118.0,2005,11351350.0,Comedy
13581,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,8.395617999999999,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Medienproduktion Prometheus Filmgesellschaft', 'id': 12196}, {'name': 'Portobello Studios', 'id': 12197}, {'name': 'Tightrope Pictures', 'id': 12198}]",4/1/2009,36348784.0,Released,The Boat That Rocked,7.2,678.0,2009,-13651216.0,Drama
3578,12305523,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.689648,"[{'name': 'Kennedy Miller Productions', 'id': 2537}]",6/29/1985,36230219.0,Released,Mad Max Beyond Thunderdome,5.9,765.0,1985,23924696.0,Action
17260,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,10.778027999999999,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Playtone Productions', 'id': 4170}, {'name': 'Vendome Pictures', 'id': 7460}]",6/30/2011,36160375.0,Released,Larry Crowne,5.7,369.0,2011,6160375.0,Comedy
6850,1250000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",fr,12.74564,"[{'name': 'United Artists', 'id': 60}, {'name': 'Les Productions Artistes Associés', 'id': 64}, {'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}]",10/14/1972,36144000.0,Released,Last Tango in Paris,7.1,240.0,1972,34894000.0,Drama
14160,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.279603,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'Camp / Thompson Pictures', 'id': 4404}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Traveling Film Productions', 'id': 11953}]",9/18/2009,36133014.0,Released,Love Happens,5.6,188.0,2009,18133014.0,Drama
7207,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,5.706507,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Beverly Detroit', 'id': 267}, {'name': 'View Askew Productions', 'id': 16934}, {'name': 'Close Call Films', 'id': 23022}]",3/25/2004,36098382.0,Released,Jersey Girl,5.8,333.0,2004,1098382.0,Comedy
3178,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,6.474767,"[{'name': 'Laurence Mark Productions', 'id': 415}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'id': 9269}, {'name': 'Nora Ephron Productions', 'id': 67153}]",2/16/2000,36037909.0,Released,Hanging Up,5.0,42.0,2000,-3962091.0,Comedy
7787,360000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,1.345165,"[{'name': 'Fanfare Films', 'id': 5316}, {'name': 'American International Productions', 'id': 14149}, {'name': 'Otis Productions', 'id': 17863}]",8/18/1967,36000000.0,Released,The Born Losers,5.3,13.0,1967,35640000.0,Action
1832,4000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.011362999999999,"[{'name': 'Paramount Pictures', 'id': 4}]",1/10/1952,36000000.0,Released,The Greatest Show on Earth,6.6,51.0,1952,32000000.0,Action
15544,12902809,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",cn,1.9602,"[{'name': 'Mandarin Films Distribution Co.', 'id': 4054}]",4/21/2010,36000000.0,Released,Ip Man 2,7.2,684.0,2010,23097191.0,Action
6116,4100000,"[{'id': 18, 'name': 'Drama'}]",en,3.826281,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",9/16/1953,36000000.0,Released,The Robe,6.4,43.0,1953,31900000.0,Drama
27757,8000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,12.019571000000001,"[{'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Route One Films', 'id': 50482}]",9/2/2015,35991087.0,Released,A Walk in the Woods,5.7,266.0,2015,27991087.0,Adventure
4720,4000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,10.255315,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Malpaso Company', 'id': 15298}]",12/21/1971,35976000.0,Released,Dirty Harry,7.4,630.0,1971,31976000.0,Action
21383,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,14.294019,"[{'name': 'Open Road Films', 'id': 10427}, {'name': 'Dillywood', 'id': 12073}, {'name': 'Five Star Institute', 'id': 12074}, {'name': 'Silver Reel', 'id': 12075}]",8/16/2013,35931410.0,Released,Jobs,6.0,1183.0,2013,23931410.0,Drama
24286,26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.196975,"[{'name': 'Relativity Media', 'id': 7295}]",10/16/2014,35926213.0,Released,The Best of Me,7.2,777.0,2014,9926213.0,Drama
5098,14000000,"[{'id': 18, 'name': 'Drama'}]",fr,5.355452,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",12/20/1981,35856053.0,Released,Taps,6.5,81.0,1981,21856053.0,Drama
1923,20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",en,7.499388000000001,"[{'name': 'Walt Disney Productions', 'id': 3166}]",12/18/1979,35841901.0,Released,The Black Hole,6.1,132.0,1979,15841901.0,Adventure
1881,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",en,14.310479,"[{'name': 'Universal Pictures', 'id': 33}]",11/9/1990,35763605.0,Released,Child's Play 2,5.8,323.0,1990,22763605.0,Drama
4732,48000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.556123,"[{'name': 'Columbia Pictures', 'id': 5}]",10/19/2001,35743308.0,Released,Riding in Cars with Boys,6.5,108.0,2001,-12256692.0,Comedy
515,20000000,"[{'id': 35, 'name': 'Comedy'}]",en,17.136672,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brooksfilms', 'id': 5612}]",7/28/1993,35739755.0,Released,Robin Hood: Men in Tights,6.4,575.0,1993,15739755.0,Comedy
16029,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,11.176797,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cloud Eight Films', 'id': 6708}, {'name': 'Pathé', 'id': 7981}, {'name': 'Film4', 'id': 9349}, {'name': 'Everest Entertainment', 'id': 10892}, {'name': 'HandMade Films', 'id': 20076}]",11/5/2010,35692920.0,Released,127 Hours,7.0,2668.0,2010,17692920.0,Adventure
11843,10200000,"[{'id': 27, 'name': 'Horror'}]",en,8.916747,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Next Entertainment', 'id': 1633}, {'name': 'Screen Gems', 'id': 3287}]",6/8/2007,35619521.0,Released,Hostel: Part II,5.6,464.0,2007,25419521.0,Horror
5527,4000000,"[{'id': 99, 'name': 'Documentary'}]",en,11.393858999999999,"[{'name': 'Alliance Atlantis Communications', 'id': 803}, {'name': 'TiMe Film- und TV-Produktions GmbH', 'id': 11104}, {'name': 'Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG', 'id': 26136}, {'name': 'Dog Eat Dog Films', 'id': 26137}, {'name': 'Iconolatry Productions Inc.', 'id': 26138}, {'name': 'Salter Street Films International', 'id': 26139}, {'name': 'United Broadcasting Inc.', 'id': 26140}]",10/9/2002,35564473.0,Released,Bowling for Columbine,7.3,467.0,2002,31564473.0,Documentary
3381,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,11.457803,"[{'name': 'Orion Pictures', 'id': 41}]",8/14/1987,35509515.0,Released,No Way Out,6.9,155.0,1987,20509515.0,Action
20612,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,7.4926580000000005,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Electric City Entertainment', 'id': 8600}, {'name': 'Verisimilitude', 'id': 22632}]",3/20/2013,35485608.0,Released,The Place Beyond the Pines,6.8,1689.0,2013,20485608.0,Drama
19389,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,5.808496,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Artina Films', 'id': 2394}, {'name': 'Lucky Monkey Pictures', 'id': 11093}, {'name': 'Green Room Films', 'id': 12501}, {'name': 'Treehouse Pictures', 'id': 14580}, {'name': 'Alvernia Studios', 'id': 24930}, {'name': 'LB Productions', 'id': 24933}, {'name': 'Parlay Films', 'id': 24934}]",9/14/2012,35485056.0,Released,Arbitrage,6.1,300.0,2012,23485056.0,Drama
19,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,7.337905999999999,"[{'name': 'Columbia Pictures', 'id': 5}]",11/21/1995,35431113.0,Released,Money Train,5.4,224.0,1995,-24568887.0,Action
14137,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,11.698089,"[{'name': 'Section Eight', 'id': 129}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Jaffe / Braunstein Enterprise', 'id': 6822}]",9/18/2009,35424826.0,Released,The Informant!,6.0,305.0,2009,13424826.0,Drama
4074,31000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,5.55237,"[{'name': 'Orion Pictures', 'id': 41}]",12/14/1990,35419397.0,Released,Mermaids,6.5,124.0,1990,4419397.0,Comedy
4565,42000000,"[{'id': 53, 'name': 'Thriller'}]",en,9.970359,"[{'name': 'Intermedia Films', 'id': 763}, {'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Via Rosa Productions', 'id': 10103}, {'name': 'Hyde Park Entertainment', 'id': 13816}, {'name': 'UGC DA International', 'id': 76083}]",8/3/2001,35402320.0,Released,Original Sin,5.8,200.0,2001,-6597680.0,Thriller
32059,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,12.443291,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Film 4', 'id': 2335}, {'name': 'Element Pictures', 'id': 3353}, {'name': 'Irish Film Board', 'id': 5267}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'No Trace Camping', 'id': 35846}, {'name': 'A24', 'id': 41077}, {'name': 'Elevation Pictures', 'id': 82552}]",10/16/2015,35401758.0,Released,Room,8.1,2838.0,2015,29401758.0,Drama
17592,19000000,"[{'id': 35, 'name': 'Comedy'}]",en,10.724679,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Mandate Pictures', 'id': 771}]",11/4/2011,35387212.0,Released,A Very Harold & Kumar Christmas,6.0,335.0,2011,16387212.0,Comedy
5003,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,8.399441,"[{'name': 'Paramount Pictures', 'id': 4}]",4/7/1976,35323292.0,Released,The Bad News Bears,7.0,100.0,1976,323292.0,Comedy
11753,19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,7.712308999999999,"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Hal Lieberman Company', 'id': 23890}]",4/20/2007,35300645.0,Released,Vacancy,6.0,406.0,2007,16300645.0,Horror
9638,30000000,"[{'id': 53, 'name': 'Thriller'}]",en,11.552956,"[{'name': 'Rogue Pictures', 'id': 134}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Liaison Films', 'id': 20449}, {'name': 'Biscayne Pictures', 'id': 20450}]",1/19/2005,35294470.0,Released,Assault on Precinct 13,6.0,318.0,2005,5294470.0,Thriller
19510,39000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,10.296047,"[{'name': 'Tim Burton Productions', 'id': 8601}]",10/4/2012,35287788.0,Released,Frankenweenie,6.6,951.0,2012,-3712212.0,Animation
5340,100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",en,7.718723,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'National Geographic Society', 'id': 2471}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Palomar Pictures (II)', 'id': 11371}, {'name': 'First Light Production', 'id': 20344}]",7/19/2002,35168966.0,Released,K-19: The Widowmaker,6.1,273.0,2002,-64831034.0,Drama
2257,8045760,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,10.357224,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Vincent Pictures', 'id': 8818}]",3/17/1989,35150960.0,Released,Fletch Lives,5.8,98.0,1989,27105200.0,Comedy
3627,76000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,11.880936,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Capella International', 'id': 594}, {'name': 'KC Medien AG', 'id': 596}, {'name': 'Tribeca Productions', 'id': 11391}]",6/30/2000,35134820.0,Released,The Adventures of Rocky & Bullwinkle,3.9,89.0,2000,-40865180.0,Action
